lang_column,TLA,LSL,SQL,PostScript,Brainfuck,PureScript,'Vim script',ColdFusion,'Propeller Spin',PLSQL,Smalltalk,APL,GLSL,Perl,Processing,CSS,Apex,Haxe,Max,'DIGITAL Command Language',R,NSIS,BlitzBasic,Fantom,QMake,Factor,Scala,CMake,Golo,'Visual Basic',J,LiveScript,Dogescript,XS,UrWeb,'GCC Machine Description',AMPL,Slash,PureBasic,Pascal,Assembly,HyPhy,Cool,LabVIEW,'Pure Data',NewLisp,JavaScript,Befunge,Squirrel,Python,Nginx,CartoCSS,Boo,Rebol,TypeScript,'OpenEdge ABL',Makefile,HTML,IDL,Gnuplot,Clojure,C#,Ada,ABAP,PLpgSQL,Stan,Ruby,'Standard ML',Io,eC,SAS,RenderScript,AspectJ,Idris,Stata,M4,Zephir,'AGS Script',Elm,Verilog,Ragel,AutoIt,ChucK,xBase,ooc,REXX,Rust,XML,JSONiq,Diff,E,Cirru,DM,BitBake,Bro,SystemVerilog,PAWN,Gherkin,Lean,Lua,Turing,'Component Pascal',Brightscript,Mako,OpenSCAD,Clarion,KRL,ANTLR,XQuery,LLVM,'Inno Setup','Graphviz (DOT)',Julia,Oz,Scheme,Parrot,Liquid,C,'Ragel in Ruby Host','Web Ontology Language',Fortran,Objective-C,XC,Objective-C++,Mercury,Modula-2,NetLogo,CLIPS,COBOL,Smali,Rouge,Myghty,Racket,Genshi,M,AppleScript,VCL,'Jupyter Notebook',QML,'Csound Document',Lasso,'Cap\'n Proto',VHDL,RobotFramework,'POV-Ray SDL',SaltStack,MoonScript,nesC,D,Crystal,Limbo,Pike,Java,SourcePawn,Logos,Forth,Arduino,Terra,Eagle,Dart,Redcode,Kotlin,Batchfile,Thrift,F#,Hy,Opa,Eiffel,VimL,'Emacs Lisp',Scilab,GAP,Haskell,LilyPond,Gosu,Fancy,'1C Enterprise',Xtend,PigLatin,GDB,PHP,C++,'API Blueprint',Shell,Mathematica,Cycript,DTrace,PicoLisp,Cucumber,ApacheConf,Jasmin,Groovy,Csound,RAML,Omgrofl,Frege,Mask,Nu,AutoHotkey,MAXScript,FLUX,Cuda,Lex,Smarty,Objective-J,Coq,ASP,Pony,Tea,EmberScript,ActionScript,Go,Bison,UnrealScript,XSLT,Self,Swift,'IGOR Pro','Inform 7',Clean,Harbour,KiCad,'Module Management System',Vue,Vala,'Game Maker Language','Gettext Catalog',Nim,Hack,Alloy,Volt,TeX,Nix,Tcl,Ioke,Matlab,LOLCODE,HCL,Arc,Augeas,Nemerle,'Protocol Buffer',Elixir,Metal,CoffeeScript,XProc,Erlang,Prolog,HLSL,FreeMarker,'SRecode Template',Yacc,Groff,SuperCollider,SQLPL,'Common Lisp',PowerShell,Puppet,Handlebars,GDScript,OCaml,Roff,Awk,Agda,Perl6,cluster
Julia,0,9,0,1,4,1,0,10,0,1,0,1,8,17,1,23,1,12,0,0,18,5,1,1,1,1,14,2,1,12,1,18,1,0,0,0,0,0,1,10,13,1,1,0,0,1,25,0,1,34,0,0,1,2,9,1,24,20,0,0,22,15,9,10,0,1,29,1,10,0,3,0,0,1,0,1,0,1,8,10,0,1,0,1,2,0,12,1,10,1,0,11,0,0,0,0,0,0,7,15,1,0,0,0,8,0,0,0,10,1,0,0,128,1,11,0,8,13,1,0,6,14,0,0,1,1,0,0,9,1,0,0,3,0,2,2,0,3,0,0,0,0,10,0,0,0,1,0,13,3,1,1,24,1,0,10,2,0,0,12,0,2,12,0,1,2,1,8,4,5,0,0,19,0,0,0,0,0,1,0,16,19,0,32,2,0,1,0,8,0,1,11,1,0,1,0,8,1,10,0,0,2,1,1,1,0,2,1,1,0,11,16,0,0,2,0,12,0,0,1,0,1,1,0,10,0,0,3,1,4,0,17,9,13,1,11,1,0,0,0,1,8,12,0,18,1,20,2,0,5,0,1,3,1,0,16,10,0,2,0,12,0,2,1,4,cluster3
Oz,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Scheme,0,9,0,5,3,1,2,10,0,2,1,5,12,43,1,41,1,14,1,9,22,6,1,1,2,1,21,12,1,13,1,11,1,4,0,1,0,1,1,20,29,1,1,0,2,4,45,0,1,57,0,0,1,5,9,2,48,37,0,1,14,25,13,10,1,0,37,4,11,3,5,0,0,1,0,10,0,2,8,10,0,1,1,1,1,0,12,0,9,1,1,9,0,1,0,1,3,0,7,21,1,0,0,1,8,0,1,0,10,4,2,0,11,1,150,0,8,42,4,0,7,29,0,3,1,1,0,4,9,1,0,0,5,0,6,2,0,0,2,0,0,0,10,0,1,0,1,0,17,0,3,1,33,5,2,13,1,2,0,11,0,2,24,0,0,2,1,8,13,23,5,8,24,0,0,0,1,0,1,3,29,42,0,64,4,0,4,1,8,4,1,13,1,0,1,1,8,1,10,1,0,0,6,1,1,0,2,1,1,1,12,27,0,0,14,0,11,1,0,1,0,0,8,0,10,0,0,3,1,0,0,25,11,16,1,19,1,0,2,0,1,15,10,0,12,1,19,12,0,5,0,11,17,3,0,20,12,0,2,1,14,3,21,1,14,cluster3
Parrot,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,cluster4
Liquid,0,8,0,1,0,0,0,8,0,0,0,0,8,11,1,15,0,8,0,0,8,4,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,8,10,0,0,0,1,0,15,0,0,10,0,0,0,0,8,0,13,15,0,0,8,8,8,8,0,0,14,0,8,1,0,0,0,0,0,2,0,0,8,8,1,0,0,0,0,1,8,0,8,1,0,8,0,0,0,0,0,0,7,9,0,0,0,0,8,0,0,0,8,0,0,0,8,0,8,0,30,5,3,0,4,11,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,13,0,3,8,0,0,0,8,0,1,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,10,11,0,13,0,0,0,0,9,1,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,4,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,8,9,0,8,0,0,0,0,0,8,8,0,13,0,8,1,0,5,0,4,3,0,0,8,9,0,2,0,8,0,2,0,2,cluster2
C,1,1,0,33,12,1,10,9,2,23,22,5,64,438,20,505,1,9,5,38,120,45,2,1,69,1,62,301,1,58,1,4,1,23,1,8,1,2,3,45,350,1,1,0,5,7,578,0,1,973,13,2,1,16,34,18,1149,593,21,25,32,179,8,2,13,2,365,10,4,11,16,3,2,2,2,126,0,10,0,12,2,3,1,8,2,1,18,1,2,1,2,1,0,3,1,3,6,1,0,142,2,2,0,8,2,7,1,4,3,12,29,3,13,1,42,10,5,5144,21,0,36,766,2,191,5,3,0,8,5,3,1,1,24,1,38,25,0,23,13,4,1,0,5,0,8,4,3,3,48,6,7,2,514,43,45,10,42,5,6,12,0,1,358,13,5,2,2,2,66,85,31,30,48,1,0,0,1,0,4,18,240,1582,0,1354,20,1,43,1,11,34,4,23,1,0,1,1,0,5,4,3,4,41,77,27,3,3,43,2,1,2,31,119,17,27,94,1,63,1,1,5,2,8,19,0,4,5,0,6,8,0,2,114,7,44,1,83,1,2,3,1,3,93,14,2,44,1,40,78,4,11,0,97,244,5,8,35,76,2,1,1,30,28,113,1,62,cluster13
'Ragel in Ruby Host',0,0,0,1,2,0,0,0,0,0,2,0,0,8,0,16,0,1,1,1,2,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,7,1,0,0,1,0,12,0,0,12,0,1,0,0,0,1,18,18,0,1,3,3,0,0,0,0,16,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,21,46,0,1,4,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,7,3,0,0,0,1,0,0,5,0,0,0,0,1,1,4,3,2,2,0,0,0,0,0,0,1,4,14,0,22,2,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,2,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,2,1,0,5,0,1,4,0,0,0,5,11,0,0,2,1,0,0,0,2,0,5,0,5,cluster4
'Web Ontology Language',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,cluster14
Fortran,0,5,0,6,4,1,0,7,0,3,3,1,4,28,0,18,1,5,1,3,19,6,2,1,2,1,7,6,1,10,1,5,1,1,0,0,0,0,1,12,17,0,1,0,1,1,26,0,1,33,0,1,1,3,4,2,24,25,0,7,7,12,7,5,0,0,21,2,5,0,5,0,0,1,0,3,0,1,4,5,0,1,0,2,1,0,6,0,4,0,0,4,0,0,0,0,1,0,3,11,1,1,0,0,4,0,0,0,5,1,0,1,6,1,7,8,4,36,1,0,104,14,1,3,1,2,0,2,8,1,0,0,2,0,5,1,0,3,1,0,0,0,5,0,0,0,3,1,7,1,1,1,12,3,5,7,1,0,0,5,0,2,15,0,1,1,1,5,2,9,3,3,8,0,0,0,0,0,1,0,13,30,0,43,5,0,1,0,4,0,1,6,1,0,1,0,4,1,5,0,0,1,3,4,0,0,6,1,1,0,7,11,0,0,8,0,6,0,0,1,1,0,4,0,5,0,0,1,1,0,0,16,4,8,1,11,1,0,0,0,2,7,6,0,5,1,6,6,0,4,0,5,8,1,2,6,5,0,0,0,8,0,8,1,4,cluster11
Objective-C,0,9,0,19,8,1,6,11,1,16,13,5,55,230,10,280,1,15,3,28,46,34,2,1,36,1,32,126,1,42,1,11,1,16,0,7,0,1,3,36,205,1,1,0,4,3,414,0,1,440,4,1,1,12,34,14,418,337,13,5,29,125,15,10,3,0,497,5,11,10,12,0,0,1,1,63,0,6,8,15,2,1,1,7,1,1,14,4,10,2,2,9,0,2,0,1,5,1,7,92,2,2,0,0,9,3,1,0,11,9,21,0,14,1,29,0,11,766,4,0,14,3100,2,190,7,3,0,7,12,1,0,0,15,0,31,20,0,15,8,4,0,0,11,0,5,0,1,1,39,3,4,2,345,36,30,15,17,4,5,16,0,4,189,0,1,1,2,10,27,46,24,21,28,0,0,0,1,0,1,13,111,701,0,667,16,1,31,1,14,17,2,21,1,0,1,1,9,1,11,0,4,9,43,9,3,1,28,1,1,2,24,52,14,27,51,0,218,1,0,5,1,7,17,0,11,3,0,2,5,0,0,52,9,36,1,58,1,0,0,0,3,57,16,4,35,1,30,46,3,5,0,50,133,5,3,26,45,1,4,1,19,15,81,1,35,cluster13
XC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Objective-C++,0,0,0,3,1,0,1,0,0,0,2,0,27,31,0,84,0,1,0,8,4,23,1,0,37,0,1,67,0,5,0,0,0,1,0,3,0,0,0,5,40,0,0,0,1,2,96,0,0,139,0,0,0,3,14,4,135,108,10,3,3,34,3,0,0,0,43,1,0,1,4,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,1,0,0,0,0,1,6,7,0,0,0,3,0,0,191,1,0,3,190,0,438,1,0,0,3,0,0,0,0,0,0,8,2,0,9,3,3,0,0,0,0,1,0,0,1,5,0,0,1,96,8,6,1,0,1,2,1,0,0,68,2,0,0,0,0,6,13,3,3,3,0,0,0,0,0,0,0,20,203,0,169,4,1,7,0,1,4,0,1,0,0,0,0,1,0,0,0,1,3,5,6,0,0,4,0,0,0,3,16,0,1,12,0,16,0,0,0,1,2,6,0,0,2,0,0,2,0,0,8,0,5,0,8,0,0,0,0,1,22,1,0,7,0,4,14,1,0,0,8,46,0,0,2,15,0,0,0,2,3,15,0,4,cluster10
Mercury,0,1,0,1,1,1,0,1,0,1,0,1,0,4,0,5,1,1,0,0,3,0,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,4,0,1,6,0,0,1,1,0,1,4,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,5,0,0,1,7,0,1,18,1,0,0,1,1,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3,0,6,2,0,1,0,0,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,3,0,1,1,7,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Modula-2,0,1,0,2,3,1,0,1,0,1,1,1,0,3,0,1,1,1,1,1,2,0,1,1,0,1,2,0,1,1,1,1,1,0,0,0,0,0,1,1,3,0,1,0,0,1,1,0,1,1,0,1,1,2,0,3,2,2,0,1,2,1,1,1,0,0,2,1,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,1,0,2,3,0,0,1,6,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,2,2,1,1,0,1,0,1,2,0,0,1,1,2,1,2,1,2,1,0,0,0,0,0,1,0,1,3,0,3,2,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,2,0,0,2,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,0,0,1,1,2,0,1,1,1,2,0,0,0,3,2,1,0,2,1,0,0,0,2,0,3,1,3,cluster11
NetLogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
CLIPS,0,0,0,1,1,0,0,0,0,0,2,0,1,6,0,5,0,0,0,4,2,2,1,0,1,0,0,4,0,3,0,0,0,2,0,0,0,0,0,6,6,0,0,0,1,0,4,0,0,6,0,0,0,1,0,2,6,5,0,0,0,6,6,0,0,0,1,1,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,8,0,0,2,7,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,5,2,2,1,0,0,0,0,0,0,0,3,7,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,2,5,0,0,1,2,0,0,0,1,0,4,0,3,cluster4
COBOL,0,9,0,2,2,1,0,11,0,3,1,1,9,12,1,10,1,9,1,1,10,4,1,1,0,1,10,1,1,11,1,9,1,0,0,0,0,0,1,12,12,0,1,0,0,1,12,0,1,13,0,1,1,1,8,2,11,13,0,1,10,11,9,9,0,0,12,1,9,0,1,0,0,1,0,1,0,1,8,9,0,1,0,2,1,0,9,0,8,1,0,8,0,0,0,0,0,0,7,11,1,1,0,0,8,0,0,0,9,1,1,0,9,1,9,0,8,5,1,0,8,12,0,0,1,2,0,0,32,1,0,0,1,0,2,1,0,0,0,0,0,0,9,1,0,0,1,0,10,1,1,1,12,0,2,10,1,0,0,9,0,2,11,0,0,1,1,9,1,2,1,1,9,0,0,0,0,0,1,0,11,13,0,14,2,0,1,0,8,0,1,9,1,0,1,0,8,1,9,0,0,0,1,1,0,0,3,1,1,0,11,11,0,1,3,0,6,0,0,1,0,0,2,0,9,0,0,1,1,0,0,10,8,9,1,9,1,0,0,0,1,9,10,0,10,1,9,4,0,5,0,2,2,1,2,10,9,0,2,0,10,0,2,1,4,cluster3
Smali,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,6,0,0,1,1,0,1,0,2,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,3,0,0,1,1,0,0,1,1,0,0,1,14,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,5,0,0,1,1,0,0,1,0,1,5,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,3,0,5,1,0,1,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Myghty,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
Racket,0,1,0,2,3,1,0,1,0,1,0,1,0,19,0,10,1,1,0,2,3,0,1,1,2,1,9,4,1,3,1,1,1,0,1,0,0,0,1,2,4,0,1,0,0,1,22,0,1,17,2,0,1,1,0,1,8,9,0,0,11,7,1,1,0,1,20,3,2,0,2,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,3,1,5,0,0,24,1,0,2,15,0,0,1,1,0,0,1,1,0,0,82,0,1,3,0,1,0,0,0,0,1,0,0,0,3,0,6,3,1,1,13,0,0,2,2,0,0,4,0,1,5,0,1,3,1,0,4,4,0,0,9,0,0,0,0,0,1,0,9,20,0,26,1,0,1,0,0,2,1,4,1,0,1,0,0,1,1,0,0,0,0,3,0,0,4,1,1,0,1,6,0,0,1,0,4,0,0,1,0,1,1,0,1,0,0,4,1,0,2,2,0,2,1,4,1,0,0,0,1,0,3,0,7,1,10,4,0,1,0,2,2,1,0,3,3,0,0,0,5,0,1,1,2,cluster8
Genshi,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
M,0,1,0,6,3,1,2,1,0,2,4,2,4,20,0,17,1,2,2,5,8,2,1,1,4,1,5,22,1,4,1,2,1,1,0,1,0,1,1,6,11,1,1,0,0,2,14,0,1,34,0,1,1,4,0,3,32,18,2,2,4,10,1,1,2,0,13,1,2,0,3,0,0,1,1,3,0,2,0,1,0,1,1,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,8,1,1,0,0,0,0,1,1,1,1,1,0,2,1,6,0,0,38,2,0,5,31,0,8,5,2,0,0,2,1,0,0,1,0,124,2,0,1,2,0,0,0,1,0,1,0,1,0,4,1,2,2,14,3,2,4,1,1,2,2,0,1,12,2,0,1,1,1,2,6,5,5,5,0,0,0,1,0,3,1,10,43,0,40,12,0,3,0,0,1,1,3,1,0,1,1,0,1,1,0,0,9,2,3,1,0,2,1,1,1,5,5,1,0,8,0,4,1,0,2,1,2,5,0,1,1,0,2,1,0,0,11,0,8,1,44,1,0,0,0,2,15,3,0,3,1,4,6,0,0,0,4,12,2,1,4,1,0,0,0,5,2,7,1,6,cluster9
