lang_column,TLA,LSL,SQL,PostScript,Brainfuck,PureScript,'Vim script',ColdFusion,'Propeller Spin',PLSQL,Smalltalk,APL,GLSL,Perl,Processing,CSS,Apex,Haxe,Max,'DIGITAL Command Language',R,NSIS,BlitzBasic,Fantom,QMake,Factor,Scala,CMake,Golo,'Visual Basic',J,LiveScript,Dogescript,XS,UrWeb,'GCC Machine Description',AMPL,Slash,PureBasic,Pascal,Assembly,HyPhy,Cool,LabVIEW,'Pure Data',NewLisp,JavaScript,Befunge,Squirrel,Python,Nginx,CartoCSS,Boo,Rebol,TypeScript,'OpenEdge ABL',Makefile,HTML,IDL,Gnuplot,Clojure,C#,Ada,ABAP,PLpgSQL,Stan,Ruby,'Standard ML',Io,eC,SAS,RenderScript,AspectJ,Idris,Stata,M4,Zephir,'AGS Script',Elm,Verilog,Ragel,AutoIt,ChucK,xBase,ooc,REXX,Rust,XML,JSONiq,Diff,E,Cirru,DM,BitBake,Bro,SystemVerilog,PAWN,Gherkin,Lean,Lua,Turing,'Component Pascal',Brightscript,Mako,OpenSCAD,Clarion,KRL,ANTLR,XQuery,LLVM,'Inno Setup','Graphviz (DOT)',Julia,Oz,Scheme,Parrot,Liquid,C,'Ragel in Ruby Host','Web Ontology Language',Fortran,Objective-C,XC,Objective-C++,Mercury,Modula-2,NetLogo,CLIPS,COBOL,Smali,Rouge,Myghty,Racket,Genshi,M,AppleScript,VCL,'Jupyter Notebook',QML,'Csound Document',Lasso,'Cap\'n Proto',VHDL,RobotFramework,'POV-Ray SDL',SaltStack,MoonScript,nesC,D,Crystal,Limbo,Pike,Java,SourcePawn,Logos,Forth,Arduino,Terra,Eagle,Dart,Redcode,Kotlin,Batchfile,Thrift,F#,Hy,Opa,Eiffel,VimL,'Emacs Lisp',Scilab,GAP,Haskell,LilyPond,Gosu,Fancy,'1C Enterprise',Xtend,PigLatin,GDB,PHP,C++,'API Blueprint',Shell,Mathematica,Cycript,DTrace,PicoLisp,Cucumber,ApacheConf,Jasmin,Groovy,Csound,RAML,Omgrofl,Frege,Mask,Nu,AutoHotkey,MAXScript,FLUX,Cuda,Lex,Smarty,Objective-J,Coq,ASP,Pony,Tea,EmberScript,ActionScript,Go,Bison,UnrealScript,XSLT,Self,Swift,'IGOR Pro','Inform 7',Clean,Harbour,KiCad,'Module Management System',Vue,Vala,'Game Maker Language','Gettext Catalog',Nim,Hack,Alloy,Volt,TeX,Nix,Tcl,Ioke,Matlab,LOLCODE,HCL,Arc,Augeas,Nemerle,'Protocol Buffer',Elixir,Metal,CoffeeScript,XProc,Erlang,Prolog,HLSL,FreeMarker,'SRecode Template',Yacc,Groff,SuperCollider,SQLPL,'Common Lisp',PowerShell,Puppet,Handlebars,GDScript,OCaml,Roff,Awk,Agda,Perl6,cluster
LabVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
'Pure Data',0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,30,0,4,0,0,5,0,0,0,1,0,0,4,4,0,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,1,1,0,0,0,0,3,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,1,2,5,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,3,1,0,1,1,0,0,1,1,0,3,0,2,cluster4
NewLisp,0,1,0,3,1,1,0,1,0,1,3,1,2,4,0,10,1,1,0,1,2,0,1,1,2,1,6,2,1,1,1,1,1,0,2,0,1,2,1,2,3,0,1,0,0,26,9,0,1,10,0,0,1,1,0,1,9,11,0,1,1,3,1,1,0,0,6,1,3,0,1,0,0,1,0,2,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,4,0,0,7,0,0,1,3,0,2,1,1,0,0,1,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,9,0,0,1,1,0,0,2,0,1,4,0,0,3,1,0,2,7,0,2,2,0,0,2,1,0,1,0,2,6,0,12,3,2,1,0,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,2,0,0,1,1,1,0,3,3,0,0,2,0,2,0,0,1,0,0,2,0,1,0,0,1,1,0,0,5,0,1,1,3,1,0,0,0,1,1,1,0,1,1,4,2,0,0,0,1,3,1,0,8,1,0,0,0,3,1,4,1,3,cluster8
JavaScript,2,10,3,44,8,2,12,28,1,46,23,5,62,439,13,6582,2,17,2,32,237,29,1,1,23,1,126,96,1,73,2,32,2,9,3,24,1,4,2,45,124,1,1,1,4,9,22596,0,3,1466,52,1,1,13,231,7,867,5819,14,12,59,301,14,10,48,0,1673,11,13,6,8,1,8,2,6,45,1,3,12,13,2,2,1,2,2,1,29,14,11,3,2,9,1,1,1,4,6,6,7,104,1,2,1,29,11,5,1,8,14,8,14,3,25,1,45,10,15,578,12,2,26,414,0,96,4,1,0,4,12,1,2,1,22,1,14,25,1,64,13,3,5,3,11,3,8,2,5,1,46,6,3,1,859,17,18,15,26,2,5,28,1,7,476,17,12,4,2,8,66,78,15,34,64,0,3,2,2,0,6,9,1561,507,4,2213,8,3,27,0,65,522,4,86,1,2,1,1,8,6,10,3,1,4,29,119,7,2,162,2,1,4,91,208,11,8,155,0,54,1,1,1,1,5,11,84,17,3,0,6,8,4,4,134,13,45,1,43,1,8,0,0,3,88,36,0,888,1,60,57,1,31,0,43,141,2,29,33,134,25,43,0,28,16,66,1,53,cluster12
Befunge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Squirrel,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,3,0,6,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Python,2,9,0,31,7,1,20,23,2,32,17,5,59,478,16,1314,1,19,3,43,202,47,2,1,52,1,148,217,1,70,2,18,1,16,3,12,1,4,4,48,233,1,1,0,5,10,1466,0,1,10928,37,1,1,14,53,21,1171,1429,15,23,53,164,16,10,27,2,481,13,13,9,13,3,4,1,3,80,0,9,8,13,2,1,1,7,2,1,26,3,10,2,1,10,0,1,2,3,6,4,7,130,2,2,1,43,11,1,1,11,13,12,16,5,34,1,57,3,10,973,12,1,33,440,2,139,6,1,0,6,13,6,0,1,17,1,34,24,0,263,10,4,5,0,12,5,8,8,3,3,45,5,5,2,657,37,29,13,27,4,5,24,0,2,439,24,6,5,2,8,95,101,27,28,65,4,0,2,2,1,12,15,353,884,0,2069,15,3,35,1,25,72,3,46,1,0,1,0,9,6,10,2,2,46,57,61,1,1,53,2,1,2,48,167,13,27,115,0,38,1,1,4,0,8,17,3,11,3,1,6,8,4,2,186,18,61,1,99,1,6,4,1,4,128,24,0,133,1,63,59,3,24,0,67,211,6,19,42,118,14,6,1,30,27,107,1,62,cluster13
Nginx,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,53,0,0,0,2,1,0,0,0,2,0,4,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,52,0,0,37,244,0,0,0,2,0,30,63,0,0,3,3,0,0,1,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,2,2,0,0,7,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,38,6,0,77,0,0,0,0,1,19,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,2,0,0,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,1,cluster4
CartoCSS,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8,0,0,0,1,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,cluster4
Boo,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Rebol,0,1,0,4,2,1,1,1,0,2,1,1,1,13,0,13,1,1,1,3,31,0,2,1,0,1,3,4,1,2,1,1,1,1,0,1,0,0,1,3,12,0,1,0,1,1,13,0,1,14,0,0,1,86,0,3,13,14,0,1,2,5,2,1,1,1,5,2,2,0,4,0,0,1,1,3,0,2,0,1,0,1,1,2,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,1,0,1,2,1,0,2,1,5,0,0,16,0,0,3,12,0,3,1,2,0,1,1,1,0,0,1,0,4,1,0,1,0,0,0,0,1,0,1,0,1,0,4,0,3,1,9,2,4,2,1,3,0,1,0,1,7,0,1,1,1,1,2,6,1,4,2,0,0,0,1,0,1,2,6,16,0,19,3,0,3,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,5,0,0,0,1,1,1,1,3,4,1,0,6,0,1,1,0,2,0,1,4,0,1,1,0,1,1,0,0,10,0,5,1,6,1,0,0,0,3,1,2,0,2,1,2,2,0,0,0,5,8,3,0,2,1,0,0,1,1,1,5,1,4,cluster9
TypeScript,0,8,0,0,0,0,1,9,0,0,0,0,11,15,1,182,0,10,0,0,11,8,0,0,5,0,13,10,0,11,0,12,1,1,0,3,0,0,0,11,12,0,0,0,0,0,231,0,0,53,2,0,0,0,534,2,42,202,1,0,12,27,8,9,0,0,23,1,9,0,0,0,0,0,0,2,0,0,8,9,0,0,0,0,0,0,11,0,9,1,0,9,0,0,0,0,0,0,7,12,0,0,0,0,8,0,0,0,10,3,2,0,9,0,9,0,8,34,0,0,4,34,0,14,0,0,0,0,8,0,0,0,0,0,0,2,0,15,1,0,0,0,9,0,1,0,0,0,9,0,0,0,37,1,0,8,0,0,0,15,0,1,40,0,1,0,0,8,2,1,2,1,9,0,0,0,0,0,0,0,19,44,0,95,0,0,0,0,10,5,0,14,0,0,0,0,8,0,9,0,0,0,1,4,0,0,7,0,0,2,10,29,0,1,2,0,7,0,0,0,0,0,0,1,9,0,0,0,0,0,0,10,9,10,0,9,0,2,0,0,0,30,8,0,33,0,9,4,0,7,0,4,5,0,0,9,17,1,2,0,10,0,4,0,2,cluster2
'OpenEdge ABL',0,1,0,5,3,1,1,1,0,3,1,1,2,14,1,13,1,1,4,6,7,5,1,1,4,1,2,3,1,2,1,1,1,3,0,1,0,0,1,3,13,0,1,0,0,1,7,0,1,21,0,1,1,3,2,62,20,16,0,1,2,3,1,1,1,0,5,1,2,1,1,0,0,1,0,5,0,2,0,1,1,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,1,1,0,0,0,0,1,0,1,1,2,0,1,1,2,0,0,18,1,0,2,14,0,4,1,3,0,2,2,1,0,0,1,0,3,2,0,3,0,0,0,0,1,0,2,0,1,0,4,1,3,1,7,4,3,3,1,2,0,1,0,1,11,0,0,1,1,2,2,7,4,6,2,0,0,0,1,0,1,2,3,18,0,22,3,0,3,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,8,0,0,0,2,1,1,2,1,1,0,1,3,0,1,1,0,2,0,0,3,0,1,0,0,1,1,0,0,11,0,4,1,2,1,0,0,0,1,2,2,0,1,1,1,9,0,0,0,10,12,2,0,2,1,0,0,0,2,2,9,1,10,cluster9
Makefile,0,8,0,33,10,0,14,10,0,23,19,4,64,381,13,803,0,15,5,37,148,45,0,0,58,0,71,223,0,51,0,17,0,18,3,8,2,3,1,39,294,1,0,0,4,9,867,0,0,1171,30,2,0,13,42,20,5244,902,17,31,50,119,13,8,22,0,348,16,13,11,14,3,0,1,3,122,0,7,9,14,2,0,1,6,1,1,23,2,9,2,2,8,0,3,1,6,6,4,7,128,1,2,1,13,9,7,1,4,10,9,26,0,24,0,48,2,13,1149,18,2,24,418,1,135,4,2,0,6,11,0,1,1,8,1,32,14,0,45,12,4,1,0,9,1,8,4,2,1,38,6,5,1,459,40,43,16,20,5,6,16,0,2,382,16,2,2,1,10,72,91,28,28,56,1,0,2,2,0,5,18,247,980,0,1485,15,3,42,1,23,59,1,27,0,0,0,2,8,3,8,1,4,52,74,45,1,1,34,1,0,2,32,236,16,27,74,0,29,1,1,4,0,10,18,3,12,3,0,5,5,4,2,208,18,52,0,71,0,10,2,0,2,110,23,1,93,0,62,69,3,11,0,88,254,2,11,37,72,5,7,1,51,33,109,0,65,cluster13
HTML,2,10,0,58,6,2,11,24,2,49,24,1,55,319,20,5557,2,13,4,38,251,46,1,1,48,1,103,128,1,61,2,20,2,12,3,29,1,3,3,50,166,0,1,1,4,11,5819,0,1,1429,63,3,1,14,202,16,902,15784,17,18,58,201,14,9,55,0,1313,13,13,9,15,4,6,1,9,56,1,8,11,11,2,3,1,6,1,1,26,12,9,1,3,8,1,2,1,4,6,6,7,98,2,1,1,36,11,7,1,12,12,10,26,0,20,1,37,2,15,593,18,2,25,337,0,108,1,2,0,5,13,2,0,1,9,1,18,22,0,101,12,3,5,1,10,3,9,7,5,2,21,4,4,2,795,28,35,16,30,4,7,23,1,9,537,12,5,4,2,9,46,74,10,31,53,1,0,2,2,0,7,9,1010,514,4,1839,15,2,33,1,73,461,3,73,1,2,1,1,8,4,10,4,1,9,40,109,1,2,103,1,1,5,69,185,7,2,150,1,44,1,1,3,2,8,19,76,13,4,1,5,7,4,3,169,13,43,1,51,1,11,0,0,3,109,35,0,550,1,42,45,2,31,0,58,204,3,32,33,116,24,35,1,27,26,60,1,56,cluster12
IDL,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,18,0,0,1,2,0,2,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,15,0,0,0,0,1,0,17,17,58,1,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,21,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,0,0,0,2,0,0,2,16,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,4,1,0,0,0,0,12,0,0,0,1,3,0,0,0,1,0,0,0,0,0,8,0,1,cluster4
Gnuplot,0,0,0,7,1,0,0,0,0,0,3,0,0,8,0,14,0,1,2,2,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,12,0,0,23,0,1,0,1,0,1,31,18,1,76,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,25,1,0,7,5,0,3,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6,1,4,1,1,1,1,0,0,0,6,0,0,0,0,1,1,6,1,2,3,0,0,0,0,0,0,0,4,28,0,30,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,13,0,1,0,4,0,0,0,1,0,4,1,0,0,0,0,3,0,0,0,4,6,0,0,1,1,0,0,0,1,1,2,0,4,cluster4
Clojure,0,9,0,4,6,1,1,10,0,1,1,1,11,33,1,55,1,11,1,3,17,6,1,1,6,1,28,6,1,14,1,19,2,3,1,0,0,0,1,11,22,1,1,0,0,1,59,0,1,53,3,1,1,2,12,2,50,58,0,1,350,29,9,10,0,1,58,3,11,0,2,0,1,1,1,5,0,1,8,10,0,1,0,3,2,0,17,1,10,1,0,9,0,0,0,0,0,0,7,24,1,1,0,0,8,0,0,0,11,1,1,0,22,1,14,0,8,32,3,0,7,29,0,3,1,2,0,0,10,1,1,0,11,0,4,3,0,4,0,0,0,0,10,0,1,0,3,0,17,6,1,2,55,5,1,12,2,0,0,16,0,2,22,0,2,3,1,9,6,13,7,3,23,0,0,0,0,0,1,0,35,38,0,88,3,0,2,0,8,4,1,16,1,0,1,0,8,1,10,0,0,0,6,3,1,0,10,1,1,1,11,27,3,8,4,0,14,0,0,1,0,1,2,0,10,0,0,6,1,4,2,17,9,14,1,12,1,0,0,0,1,10,14,0,21,1,25,9,0,6,0,9,10,1,0,21,13,0,3,0,17,2,10,1,11,cluster3
C#,0,9,0,7,6,1,3,16,0,6,26,5,37,78,3,220,1,15,2,10,29,14,2,1,8,1,35,48,1,44,1,11,1,5,1,3,1,1,2,35,47,1,1,0,2,3,301,0,1,164,3,0,1,5,27,3,119,201,1,3,29,1684,16,10,3,0,88,5,10,3,8,0,0,1,0,15,0,2,8,10,0,2,1,3,2,0,19,0,10,1,0,9,0,2,0,2,2,0,7,54,1,1,0,0,8,5,1,2,11,4,7,0,15,1,25,0,8,179,3,0,12,125,0,34,1,1,0,6,11,1,1,0,7,0,10,9,0,5,4,1,0,0,11,0,3,0,3,0,27,4,2,2,173,9,5,13,3,1,0,19,0,2,138,0,13,1,2,8,9,18,5,10,31,0,0,0,2,0,1,1,98,199,0,209,8,0,4,0,9,11,1,18,1,0,1,1,10,1,11,0,2,4,8,7,1,1,151,1,1,2,22,51,0,1,32,0,25,1,0,1,1,2,8,0,10,1,0,6,3,0,2,22,11,25,1,24,1,0,0,0,2,20,14,0,26,1,31,16,0,6,0,12,34,2,3,18,96,7,2,0,19,3,20,1,20,cluster3
Ada,0,9,0,2,2,1,0,9,0,1,2,1,9,14,1,15,1,9,0,4,11,5,2,1,1,1,9,4,1,13,1,9,1,2,0,0,0,0,1,16,16,0,1,0,1,1,14,0,1,16,0,0,1,2,8,1,13,14,0,0,9,16,32,9,0,0,10,2,9,2,6,0,0,1,0,4,0,1,8,9,0,1,0,1,1,0,9,0,8,1,0,8,0,0,0,0,1,0,7,11,1,0,0,0,8,0,0,0,9,2,1,0,9,1,13,0,8,8,0,0,7,15,0,3,1,1,0,6,9,1,0,0,1,0,1,1,0,0,0,0,0,0,9,0,0,0,1,0,10,0,1,1,13,2,1,10,1,0,0,9,0,2,13,0,0,1,1,8,3,6,1,2,10,0,0,0,0,0,1,0,12,16,0,16,1,0,1,0,8,1,1,9,1,0,1,0,8,1,9,0,0,0,1,1,0,0,1,1,1,0,10,11,0,0,4,0,7,0,0,1,0,0,5,0,9,0,0,1,1,0,0,13,8,11,1,10,1,0,0,0,2,10,9,0,9,1,9,3,0,5,0,3,4,1,0,10,11,0,2,0,10,0,5,1,3,cluster3
ABAP,0,9,0,1,1,1,0,10,0,1,0,1,8,10,1,10,1,10,0,0,10,4,1,1,0,1,10,0,1,10,1,10,1,0,0,0,0,0,1,10,10,0,1,0,0,1,10,0,1,10,0,0,1,1,9,1,8,9,0,0,10,10,9,22,0,0,10,1,9,0,1,0,0,1,0,1,0,1,8,10,0,1,0,1,1,0,10,0,9,1,0,9,0,0,0,0,0,0,7,10,1,0,0,0,8,0,0,0,10,1,0,0,10,1,10,0,8,2,0,0,5,10,0,0,1,1,0,0,9,1,0,0,1,0,1,1,0,0,0,0,0,0,10,0,0,0,1,0,10,0,1,1,10,0,0,9,1,0,0,10,0,2,8,0,0,1,1,8,1,1,0,0,10,0,0,0,0,0,1,0,10,10,0,10,1,0,1,0,8,0,1,10,1,0,1,0,8,1,10,0,0,0,0,0,0,0,1,1,1,0,10,10,0,0,1,0,6,0,0,1,0,0,1,0,10,0,0,1,1,0,0,10,9,10,1,10,1,0,0,0,1,8,9,0,10,1,10,1,0,5,0,1,0,1,0,10,10,0,2,0,10,0,1,1,1,cluster3
PLpgSQL,0,0,0,1,0,0,1,1,0,20,0,0,1,18,0,44,0,0,1,1,2,0,0,0,0,0,2,4,0,3,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,48,0,0,27,1,0,0,1,0,1,22,55,0,1,0,3,0,0,138,0,14,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,18,3,1,1,0,1,0,0,0,0,24,1,0,0,0,0,2,3,2,7,1,0,0,0,1,0,1,1,33,13,0,43,1,0,3,0,2,13,0,4,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,1,1,8,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,2,0,4,6,1,20,0,3,1,2,0,0,3,3,0,2,cluster6
Stan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
