lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
AutoIt,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,6,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,1,0,cluster9
Max,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,cluster10
M,0,3,1,0,1,0,0,0,1,1,5,9,2,0,2,0,3,1,1,1,1,2,1,1,4,0,9,1,0,1,0,0,0,0,5,0,2,0,1,1,1,3,0,0,1,0,100,2,0,1,0,0,1,7,0,1,2,2,1,27,0,0,2,0,1,1,1,2,0,11,2,0,0,18,1,0,25,1,1,0,4,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,2,2,0,0,0,3,9,1,1,1,21,0,1,1,2,5,0,1,0,3,1,5,1,5,1,2,0,1,8,0,0,0,12,0,3,0,12,0,0,0,1,2,1,0,2,1,0,3,1,4,3,2,4,0,1,1,7,2,2,0,4,0,2,0,0,1,2,3,2,1,2,0,30,1,0,1,0,6,0,2,0,1,7,0,0,1,39,1,2,0,0,0,1,3,9,0,0,0,1,2,0,0,0,1,8,4,0,0,0,27,1,2,2,1,1,0,0,32,4,1,1,1,1,2,1,0,0,3,0,0,1,2,3,1,0,0,1,1,2,0,0,1,13,0,8,4,1,3,0,3,1,cluster9
KiCad,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,24,0,0,0,1,0,2,0,0,0,1,0,7,0,0,2,0,0,0,1,0,0,1,1,1,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,6,0,0,0,4,0,1,0,2,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1,0,0,2,0,7,0,0,0,3,0,1,0,0,0,0,4,5,0,0,0,0,1,0,0,0,1,6,4,0,0,0,7,0,0,4,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,7,0,3,1,0,1,0,0,0,cluster4
Zephir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,cluster5
'Vim script',0,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,2,0,0,0,1,0,0,5,3,0,1,0,0,1,0,0,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,4,0,0,0,7,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,1,0,2,0,0,0,cluster4
'Propeller Spin',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,cluster4
Lex,0,9,0,0,2,0,1,0,0,0,4,1,2,1,58,0,5,0,0,0,1,30,2,0,0,0,28,1,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,156,0,5,1,0,0,6,0,50,0,0,2,0,0,3,0,0,0,37,0,0,0,12,0,2,62,0,0,0,2,1,0,3,0,0,0,1,0,0,1,0,0,1,1,0,0,21,0,1,0,0,4,3,4,0,1,1,10,1,0,0,0,34,0,4,0,0,5,0,6,0,7,0,4,0,14,0,19,1,0,26,0,0,0,22,0,5,0,3,0,0,0,0,1,1,0,4,1,16,4,0,3,11,2,0,0,1,10,9,0,0,1,2,1,1,0,1,0,0,1,4,0,4,0,61,0,3,0,0,10,0,0,3,1,29,3,0,0,2,3,2,0,2,0,0,4,20,2,0,0,0,1,0,0,1,0,23,2,0,0,0,65,3,5,0,0,0,2,2,55,0,0,0,0,0,1,0,0,0,0,0,9,0,2,3,3,0,0,0,0,0,0,0,0,29,0,5,4,0,0,0,6,0,cluster8
Ioke,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Tcl,0,13,1,0,10,0,0,6,1,1,5,2,9,2,10,1,11,1,1,1,9,9,3,2,10,1,14,7,0,3,0,0,0,0,13,0,3,0,8,1,8,13,0,1,1,1,7,2,0,1,0,5,1,116,0,1,3,1,0,48,0,1,3,0,1,2,1,1,0,28,9,6,0,11,1,0,39,1,1,0,7,0,0,1,1,2,0,7,6,1,1,1,0,1,1,7,1,6,0,1,0,6,2,9,10,0,0,0,10,1,7,1,1,29,0,2,1,1,19,4,4,0,5,1,12,16,21,1,5,0,1,28,0,0,0,27,0,11,0,11,6,0,5,1,9,1,6,7,2,0,4,7,13,1,12,1,0,1,3,15,8,8,0,10,0,5,0,1,10,8,4,3,2,5,0,48,7,0,1,1,9,0,2,2,2,22,3,0,7,15,0,8,1,1,0,1,9,34,0,0,0,1,2,0,0,0,2,21,24,6,0,0,36,1,3,3,1,2,1,0,38,7,1,7,1,1,10,1,0,0,3,0,0,1,4,4,2,6,0,1,1,1,6,0,1,31,0,19,7,1,8,0,10,1,cluster9
SQLPL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,2,0,10,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,2,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,3,1,9,0,1,0,0,11,0,0,0,14,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,2,0,0,0,5,0,1,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,1,cluster3
Golo,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Nim,0,2,1,0,3,0,0,0,1,1,0,2,2,0,1,0,2,1,1,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,3,0,1,0,1,1,2,4,0,0,1,0,2,0,0,0,0,0,1,3,0,1,10,2,0,4,0,0,0,0,1,1,1,1,0,4,3,0,0,1,2,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,1,0,0,0,3,0,1,1,1,2,0,0,1,1,4,0,1,0,1,1,2,2,3,1,1,0,1,2,0,0,0,2,0,4,0,0,0,0,0,1,3,0,0,0,1,0,1,1,2,0,4,1,0,1,0,1,2,2,0,1,0,3,0,0,1,2,1,1,2,2,0,4,1,0,1,2,1,1,1,0,1,1,0,0,1,1,0,2,0,0,0,1,0,4,0,0,0,1,1,0,0,0,2,4,4,0,0,0,4,0,1,0,0,1,0,0,4,2,1,1,1,1,3,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,3,1,4,1,1,2,0,4,0,cluster9
ASP,0,5,1,0,3,0,0,1,1,1,4,2,1,0,7,0,2,1,0,2,1,15,1,1,10,0,18,2,0,2,0,0,0,0,8,0,1,0,1,1,4,4,0,0,1,0,2,1,0,0,0,6,1,1,2,1,2,288,0,45,0,0,0,0,2,1,1,1,0,34,3,0,0,2,2,0,28,1,1,0,5,1,0,0,1,0,0,5,0,1,1,0,0,1,1,1,1,5,0,1,1,0,3,3,5,0,2,0,7,0,14,1,0,24,0,0,1,1,101,0,10,0,1,1,11,21,45,1,7,0,1,29,0,0,0,95,0,8,0,1,1,0,0,1,2,4,0,1,6,13,4,1,3,13,2,1,0,2,1,7,1,1,0,9,1,2,0,0,1,1,1,1,1,6,0,60,1,2,1,2,12,1,1,2,1,20,1,0,3,3,0,2,0,0,0,1,1,111,0,0,0,2,3,5,0,0,3,27,11,0,0,0,34,1,1,1,7,16,1,0,32,3,1,1,1,1,2,1,0,0,1,0,1,1,2,1,1,0,0,0,1,4,0,0,1,79,1,20,4,1,6,0,6,0,cluster9
Harbour,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
Python,2,75,1,2,19,0,1,20,1,1,113,13,9,6,58,6,39,2,1,23,14,84,10,2,32,1,174,9,4,18,3,1,1,2,110,2,4,4,9,1,45,46,1,31,1,2,27,7,0,14,2,50,1,48,10,1,4,45,0,8780,2,5,12,2,8,2,6,11,0,353,17,9,3,180,2,4,944,1,1,0,32,11,3,8,1,8,1,41,7,3,5,2,0,3,2,8,4,33,1,1,25,7,14,30,36,2,3,2,48,42,20,4,1,335,1,16,6,4,127,19,50,0,33,1,172,86,240,1,64,3,1,349,1,0,1,1038,0,40,0,91,7,0,5,1,31,245,7,41,21,25,44,7,21,23,25,5,1,4,20,162,16,15,1,56,8,7,1,4,9,10,13,15,2,64,1,1601,7,6,2,3,80,2,2,23,4,188,13,0,10,87,16,17,15,4,1,1,49,1094,3,1,0,2,21,5,2,1,15,500,111,6,0,1,783,20,25,4,11,51,17,8,723,27,1,7,4,5,30,1,4,4,4,2,12,1,48,11,7,6,2,3,1,12,14,1,1,1154,1,334,26,1,93,1,110,3,cluster13
nesC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
Handlebars,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,68,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,30,0,2,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,9,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,10,0,0,3,0,2,0,cluster4
IDL,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,3,0,0,0,0,0,12,0,0,46,0,0,1,0,0,0,3,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,10,0,2,0,0,1,0,0,0,0,0,12,0,0,0,12,0,0,0,3,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,9,0,0,0,2,0,1,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,16,2,0,0,0,18,1,0,2,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,13,0,8,1,0,0,0,0,0,cluster10
Arc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
'Ragel in Ruby Host',0,1,0,0,0,0,0,3,0,0,1,1,2,0,1,0,2,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0,0,32,0,1,0,0,4,1,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0,3,0,1,0,0,0,1,0,4,0,0,0,0,1,0,1,0,12,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,15,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,9,2,0,0,0,15,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,10,0,0,3,0,2,0,cluster4
Kotlin,0,1,1,0,3,0,0,1,1,1,0,1,2,0,1,0,2,1,0,1,2,1,1,1,2,0,0,2,0,1,0,0,0,0,2,0,1,0,2,1,2,2,0,0,1,0,1,0,0,0,0,3,1,2,0,1,1,1,0,2,0,0,1,0,0,38,1,1,0,2,2,1,0,0,1,0,2,1,1,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,0,2,2,0,0,0,1,0,2,1,0,4,0,0,1,1,2,2,1,0,0,1,2,2,2,1,1,0,1,3,0,0,0,6,0,2,0,4,1,0,0,1,4,0,1,1,3,0,0,2,2,0,2,1,0,1,0,2,2,2,0,2,0,1,0,0,2,2,1,1,1,1,0,9,2,0,1,0,2,0,1,0,1,2,0,0,2,2,0,2,0,0,0,1,1,6,1,0,0,1,1,0,0,0,1,13,2,1,0,0,1,0,1,0,0,0,0,1,3,4,1,2,1,1,2,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,8,0,6,1,1,2,0,4,0,cluster9
'AGS Script',0,1,1,0,1,0,0,0,1,1,0,1,2,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,1,1,28,1,0,5,1,0,0,1,1,0,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,3,0,0,1,1,1,0,1,0,0,1,3,1,2,1,1,0,1,3,0,1,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,2,1,1,0,2,0,1,0,0,1,1,1,1,1,1,0,6,1,0,1,0,2,0,1,0,1,5,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,3,1,0,0,0,7,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,6,0,3,1,1,1,0,1,1,cluster9
PigLatin,0,2,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,2,1,1,1,0,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,0,0,0,0,0,1,1,0,1,1,1,0,11,0,0,0,0,0,1,1,24,0,4,1,0,0,0,1,0,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,3,2,2,1,1,0,1,4,1,0,0,7,0,1,0,0,0,0,0,1,2,1,0,0,2,0,0,1,1,0,1,1,1,1,2,2,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,10,1,0,1,0,4,0,1,0,1,1,0,0,1,1,4,1,0,0,0,1,0,6,0,0,0,1,1,0,0,0,1,9,1,0,0,0,3,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,6,0,3,1,1,1,0,3,0,cluster9
