lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
'GCC Machine Description',0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,6,0,1,0,0,4,0,0,0,14,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,1,0,0,0,cluster4
Brainfuck,0,4,1,0,4,0,0,0,1,1,1,2,5,1,2,0,3,1,1,2,2,2,1,1,2,0,1,1,0,1,0,0,0,0,5,0,1,0,1,1,2,6,0,0,1,0,2,1,0,0,0,1,1,5,0,1,3,2,0,7,0,0,0,0,1,1,1,1,0,5,3,0,0,4,1,0,8,1,1,0,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,3,2,0,0,0,3,0,1,1,1,6,0,0,1,1,6,0,1,0,1,1,2,1,5,1,1,0,1,4,0,0,0,5,0,5,0,0,1,0,0,1,3,1,0,0,1,0,0,1,5,1,4,1,0,1,3,2,2,2,0,4,0,24,0,0,1,2,2,2,2,4,0,8,1,0,1,2,2,0,1,1,3,3,2,0,1,3,0,1,0,1,0,1,0,8,0,0,0,1,2,0,0,0,3,8,6,0,0,0,10,0,1,0,0,0,0,0,8,4,1,1,1,1,4,1,0,0,1,0,0,1,1,1,2,0,0,0,1,0,0,0,1,5,0,5,1,1,3,0,4,0,cluster9
'Gettext Catalog',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
'Csound Document',0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,cluster10
Verilog,0,1,1,0,7,0,0,6,1,1,0,1,7,0,1,0,7,1,0,1,7,1,1,1,7,0,3,7,0,1,0,0,0,0,7,0,1,0,10,1,7,7,0,0,1,0,1,0,0,0,0,0,1,10,0,1,1,1,0,9,0,1,0,0,0,2,1,1,0,15,7,6,0,0,1,0,11,1,1,0,4,0,0,0,1,0,0,6,6,1,0,2,0,1,1,7,1,0,0,0,0,6,0,7,7,0,0,0,1,0,7,1,0,12,0,0,1,1,7,4,1,0,0,1,8,7,7,1,1,0,1,7,0,0,0,10,0,7,0,6,6,0,5,1,7,0,6,3,1,0,0,7,7,0,7,1,0,1,0,7,7,7,0,7,0,1,0,0,50,7,1,1,1,1,0,17,7,0,1,0,2,0,1,0,1,11,0,0,7,7,0,7,1,0,0,1,7,9,0,0,0,1,1,0,0,0,1,10,7,6,0,0,10,0,1,0,0,0,0,0,13,5,1,7,1,1,7,1,0,0,1,0,0,1,0,1,1,6,0,0,1,0,6,0,1,9,0,7,1,1,7,0,7,0,cluster9
Io,0,3,1,0,7,0,0,6,1,1,0,3,8,0,1,0,9,1,1,1,7,1,1,1,9,0,1,7,0,1,0,0,0,0,8,0,1,0,7,1,9,9,0,0,1,0,2,0,0,0,0,0,1,8,0,1,2,1,0,10,0,1,0,0,2,2,1,1,0,9,8,6,0,1,1,0,9,1,1,0,4,0,0,0,1,0,0,6,6,1,0,1,0,1,1,7,2,0,1,0,0,6,0,8,8,0,0,0,3,0,7,1,1,8,0,0,2,1,8,4,2,0,0,1,8,7,8,1,1,0,1,7,0,0,0,9,0,9,0,6,6,0,5,1,8,0,6,3,1,0,0,7,9,0,8,1,0,1,1,7,8,8,0,7,0,2,0,0,7,20,1,1,1,2,0,9,7,0,1,0,1,1,1,0,1,8,0,0,7,7,0,7,1,0,0,1,7,9,0,1,0,1,1,0,0,0,2,9,8,6,0,0,3,0,1,0,0,0,0,0,9,6,1,7,1,1,8,1,0,0,1,0,0,1,0,1,1,6,1,0,1,1,6,0,1,9,0,10,2,1,8,0,10,0,cluster9
SAS,0,9,1,0,1,0,0,0,1,1,4,2,2,5,3,0,5,1,0,1,6,9,2,2,3,0,14,1,0,1,0,0,0,1,5,0,3,0,1,1,1,2,0,0,1,0,3,0,0,0,0,1,1,4,0,1,1,1,0,13,0,0,0,0,0,1,1,1,0,14,1,0,1,8,1,1,14,1,1,0,5,0,0,3,1,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,3,2,7,0,0,0,3,0,1,1,0,12,0,0,1,1,8,0,3,0,6,1,11,3,4,1,4,0,1,11,0,0,0,13,0,2,0,2,0,0,0,1,1,0,0,1,1,0,1,1,2,1,2,1,0,1,2,13,1,1,0,5,0,2,0,0,1,1,42,10,1,3,0,17,1,0,1,0,7,0,1,4,1,16,1,0,1,3,0,1,0,1,0,1,2,8,0,0,0,1,1,0,0,0,2,9,3,0,0,0,16,0,1,0,1,1,0,0,15,2,1,1,1,1,3,1,0,0,2,0,0,1,1,4,2,0,0,1,1,8,0,0,1,15,0,5,3,1,1,0,1,1,cluster11
'Module Management System',0,8,1,0,1,0,0,1,1,1,5,2,2,4,5,0,7,1,0,1,5,10,3,1,2,0,15,1,0,1,0,0,0,0,5,0,1,0,1,1,1,2,0,0,1,0,2,0,0,0,0,4,1,3,0,1,1,1,0,15,0,0,0,0,0,1,1,1,0,15,1,0,1,10,1,1,15,1,1,0,3,0,0,3,1,0,0,0,0,1,0,0,0,1,2,1,1,4,0,0,0,0,2,2,6,0,0,0,4,0,1,1,0,14,0,0,1,1,7,0,3,0,9,1,4,3,6,1,5,0,1,14,0,0,0,14,0,1,0,3,0,0,0,1,1,0,0,1,1,0,2,1,2,1,1,1,0,1,1,6,1,1,0,4,0,2,0,0,1,1,10,32,1,5,0,16,1,0,1,0,8,0,1,4,2,13,6,0,1,2,0,1,0,1,0,1,3,9,0,0,0,1,1,0,0,0,1,12,3,0,0,0,16,1,1,0,0,1,0,0,16,2,1,1,1,1,1,1,0,0,1,0,0,1,1,3,2,0,0,0,1,6,0,0,1,16,0,4,3,1,1,1,1,0,cluster11
ooc,0,1,1,0,2,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,1,1,2,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,1,0,1,0,1,1,1,0,1,0,2,0,0,1,1,1,1,4,1,0,2,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,2,2,0,0,0,2,0,1,0,0,0,0,0,2,1,1,1,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,2,1,1,1,0,2,0,cluster9
VimL,0,27,1,0,2,0,0,1,1,1,5,2,3,2,8,1,10,1,2,2,3,13,4,1,2,0,11,1,0,2,0,0,0,0,16,0,1,0,1,1,10,5,0,1,1,0,2,1,0,0,0,4,1,5,0,1,2,6,0,64,0,0,1,1,1,1,1,1,0,42,3,0,0,11,1,0,54,1,1,0,2,3,0,1,1,1,0,1,0,1,0,0,0,1,1,2,1,3,0,0,2,0,3,3,5,0,1,0,7,0,1,1,1,19,0,0,1,1,8,0,3,0,6,1,9,8,17,1,5,0,1,16,0,0,0,38,0,6,0,3,1,0,0,1,3,1,0,2,4,3,1,1,5,4,3,1,0,1,1,12,2,2,0,8,0,4,0,0,1,2,3,5,1,402,0,139,1,0,1,1,16,0,1,1,1,14,4,0,1,2,0,1,0,1,0,1,0,44,0,0,0,1,4,0,0,0,4,16,21,0,0,0,47,1,3,0,3,3,1,0,35,6,1,1,1,1,4,1,0,0,1,0,2,1,3,2,2,0,0,0,1,0,2,0,1,35,0,43,1,1,9,0,9,0,cluster9
'Web Ontology Language',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,cluster4
Shell,2,109,1,2,26,0,1,39,1,1,142,13,12,8,70,9,42,1,3,17,14,105,10,2,45,1,225,9,4,18,2,1,2,1,128,2,4,2,8,1,52,56,3,19,1,3,30,8,1,44,0,61,1,48,20,1,4,60,1,1601,2,9,16,3,15,9,6,10,1,455,17,8,2,200,2,4,1146,1,1,1,37,21,8,9,1,10,1,66,7,4,10,2,1,2,2,10,5,36,1,3,43,9,16,33,41,2,5,1,58,45,20,4,1,522,1,20,7,4,157,30,69,0,30,1,200,114,406,1,86,3,2,506,1,1,2,1292,0,69,0,111,7,0,5,1,70,90,6,47,35,25,49,7,22,26,41,5,1,3,32,179,16,18,1,65,13,8,0,4,17,9,17,16,2,139,2,7952,7,5,1,3,110,2,2,35,3,247,23,0,10,74,27,18,11,2,1,2,54,1436,4,1,0,1,29,4,2,1,18,744,209,6,0,1,1036,25,29,6,15,133,24,10,885,85,1,7,4,4,28,1,4,3,4,6,18,2,53,15,9,6,3,3,1,23,14,1,1,1336,2,721,47,1,163,2,128,2,cluster13
ABAP,0,1,1,0,7,0,0,6,1,1,0,1,7,0,1,0,7,1,0,1,7,1,1,1,7,0,0,7,0,1,0,0,0,0,7,0,1,0,7,1,7,7,0,0,1,0,1,0,0,0,0,0,1,7,0,1,1,1,0,7,0,1,0,0,0,2,1,1,0,7,7,6,0,0,1,0,6,1,1,0,4,0,0,0,1,0,0,6,6,1,0,0,0,1,1,7,1,0,0,0,0,6,0,7,7,0,0,0,1,0,7,1,0,7,0,0,1,1,7,4,1,0,0,1,7,7,7,1,1,0,1,7,0,0,0,7,0,7,0,6,6,0,5,1,7,0,6,3,1,0,0,7,7,0,7,1,0,1,0,7,7,7,0,7,0,1,0,0,7,7,1,1,1,1,0,7,16,0,1,0,1,0,1,0,1,7,0,0,7,7,0,7,1,0,0,1,6,7,0,0,0,1,1,0,0,0,1,7,7,6,0,0,1,0,1,0,0,0,0,0,7,5,1,7,1,1,7,1,0,0,1,0,0,1,0,1,1,6,0,0,1,0,6,0,1,7,0,7,1,1,7,0,7,0,cluster9
'POV-Ray SDL',0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,2,0,3,0,3,0,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,3,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,cluster3
PureBasic,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,2,0,0,1,1,2,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,4,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Crystal,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,3,3,0,0,0,3,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,0,2,0,cluster5
XSLT,0,14,1,2,1,0,0,5,1,1,9,1,2,3,14,0,10,1,0,2,4,23,3,2,14,0,37,3,0,2,0,0,0,0,10,1,3,0,1,1,7,2,0,3,1,0,6,1,0,2,0,10,1,9,5,1,1,12,0,80,0,2,0,1,2,2,2,4,0,62,1,0,1,16,1,2,48,1,1,0,8,3,0,3,1,1,1,2,0,1,1,0,0,2,1,1,1,8,0,0,1,2,4,3,10,0,0,0,13,1,8,1,0,32,0,3,1,1,19,5,13,0,5,1,13,8,38,1,11,0,1,48,1,0,0,120,0,4,0,6,0,0,0,1,15,2,0,6,11,4,5,1,3,8,3,1,1,2,12,21,1,1,0,10,0,2,0,0,2,1,7,8,1,16,1,110,1,2,1,0,318,0,2,5,1,24,6,0,3,6,4,1,0,1,1,1,2,97,0,0,0,1,5,2,0,0,1,81,6,0,0,0,60,1,7,0,4,17,4,1,53,1,1,1,1,1,2,1,0,0,3,0,1,1,10,5,2,0,0,1,1,3,2,1,1,101,0,45,11,1,5,1,18,1,cluster11
UrWeb,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,2,1,0,0,0,2,0,cluster6
Pike,0,2,1,0,1,0,0,0,1,1,1,1,1,0,2,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,2,0,0,1,0,0,1,2,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,2,0,1,1,1,2,0,1,0,0,1,1,1,2,1,2,0,1,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,1,2,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,2,1,0,1,0,2,0,4,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,2,0,2,0,0,1,0,0,2,1,1,1,1,1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,2,2,1,1,0,1,0,cluster9
Logos,0,3,0,0,0,0,0,3,0,0,3,0,1,1,9,0,1,0,0,6,1,7,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,3,0,2,0,0,0,2,0,23,0,0,1,0,5,0,0,0,0,17,0,0,1,6,0,0,29,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,2,0,3,0,0,0,2,0,0,0,0,17,0,0,0,0,4,0,1,0,2,0,2,0,6,0,3,1,0,14,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,4,1,0,0,0,0,1,0,1,0,0,4,4,0,1,0,35,0,0,0,0,5,0,0,90,0,19,0,0,0,2,0,0,3,1,0,0,1,13,0,0,0,0,0,0,2,0,0,20,5,0,0,0,34,3,1,1,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,3,0,0,0,27,0,14,3,0,1,0,0,0,cluster10
Limbo,0,1,1,0,1,0,0,0,1,1,0,1,1,0,3,0,2,1,0,1,1,2,2,1,1,0,1,1,0,1,0,0,0,0,2,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2,0,1,1,1,0,4,0,0,0,0,0,1,1,1,0,2,1,0,0,2,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,2,0,0,1,1,1,0,1,0,1,1,1,1,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,3,0,0,1,1,1,2,1,1,0,3,1,0,1,0,1,0,1,0,10,2,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,5,0,1,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,1,2,1,1,0,1,0,cluster9
Assembly,0,29,1,0,10,0,1,8,1,1,35,4,8,6,36,0,21,1,0,8,14,59,4,2,18,1,76,8,0,10,0,0,1,0,28,0,3,0,8,1,15,15,0,0,1,2,7,7,0,3,0,29,1,22,3,1,1,20,0,188,1,1,9,0,2,2,5,1,0,137,8,7,1,37,1,3,237,1,1,0,15,0,0,8,1,3,0,9,6,2,1,0,0,2,1,7,1,30,0,2,1,6,11,13,33,0,0,0,24,2,9,1,0,163,1,8,1,1,39,4,27,0,24,1,28,21,55,1,35,3,1,89,0,0,0,98,0,17,0,24,7,0,5,1,13,1,6,21,9,25,19,7,10,22,16,1,0,2,12,34,11,7,1,33,0,3,0,0,11,8,16,13,1,14,0,247,7,4,2,1,24,0,1,19,2,690,4,0,9,24,0,10,5,2,0,1,16,94,1,0,0,1,3,0,0,1,4,88,36,6,0,0,288,4,16,5,13,12,1,0,256,15,1,8,4,1,10,1,0,0,3,0,10,1,3,10,3,6,0,2,1,11,7,0,1,131,0,55,12,1,10,0,18,2,cluster7
'Inno Setup',0,6,0,0,0,0,0,1,0,0,6,0,2,1,3,0,2,0,0,0,1,3,1,0,1,0,13,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,21,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,2,1,3,0,0,0,4,0,0,0,0,16,0,0,0,0,4,0,4,0,4,0,3,3,3,0,1,0,0,19,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,3,5,0,0,0,5,0,2,0,0,0,0,1,6,0,4,0,23,0,0,0,0,6,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,23,1,1,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,0,3,3,0,0,1,0,0,cluster14
LabVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
