lang_column,'Graphviz (DOT)',PHP,Lua,Dart,QML,LiveScript,GDScript,Smali,GDB,'OpenEdge ABL',Coq,Haxe,Clojure,JSONiq,Elm,Perl,Rouge,Max,Thrift,Rust,ASP,PLSQL,'DIGITAL Command Language',ColdFusion,Vue,Java,Go,Lex,ApacheConf,Vala,KiCad,D,Cucumber,CSS,'Pure Data',PureBasic,Myghty,SaltStack,Nu,HTML,Clarion,'Game Maker Language',C++,Alloy,Awk,PicoLisp,QMake,Eagle,Batchfile,Roff,Groff,DTrace,Terra,'GCC Machine Description',Brainfuck,SystemVerilog,Clean,'Jupyter Notebook',Fortran,Cirru,Scala,Verilog,Liquid,'Standard ML',GLSL,PostScript,HLSL,LSL,GAP,PowerShell,'Module Management System',M4,Harbour,TeX,Processing,CMake,Idris,Mako,VHDL,Lean,RenderScript,Racket,Kotlin,FreeMarker,XC,Parrot,Haskell,R,IDL,Smalltalk,Slash,Mask,nesC,Genshi,Perl6,ABAP,NetLogo,'Component Pascal',SuperCollider,MAXScript,SQLPL,Python,Ruby,SourcePawn,AspectJ,Makefile,Swift,SAS,'Vim script',OpenSCAD,ANTLR,JavaScript,Forth,F#,'Inno Setup',Bison,Gnuplot,Elixir,'Emacs Lisp',Smarty,Hy,Groovy,LLVM,Mercury,OCaml,Scheme,Objective-C++,PLpgSQL,NewLisp,MoonScript,Befunge,Nemerle,UnrealScript,AppleScript,Xtend,Fancy,C#,TypeScript,Nginx,Objective-C,Io,FLUX,NSIS,Tcl,Arduino,Rebol,UrWeb,Nix,Scilab,XQuery,PureScript,Stan,Agda,Stata,Assembly,'Protocol Buffer',Matlab,Shell,Erlang,HCL,ActionScript,COBOL,'POV-Ray SDL',Jasmin,'AGS Script',Self,PigLatin,XSLT,CLIPS,Yacc,Brightscript,C,Pascal,M,Ada,Prolog,E,XS,Logos,Bro,Nim,AutoHotkey,'Common Lisp',Julia,XML,Hack,'Visual Basic',Handlebars,'Gettext Catalog',Cuda,'Ragel in Ruby Host',Mathematica,Crystal,Cycript,CoffeeScript,Puppet,EmberScript,VimL,Eiffel,cluster
Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
TeX,0,8,10,4,0,6,1,0,2,1,0,5,7,4,4,25,0,0,1,4,1,1,2,4,0,16,4,3,2,4,0,5,4,61,1,0,1,0,0,60,0,1,38,2,4,1,0,0,18,0,11,2,2,2,0,0,2,13,4,4,11,4,4,1,5,5,0,4,1,5,1,5,0,394,1,7,0,1,4,3,0,1,1,2,0,0,10,75,0,0,0,4,1,1,3,4,0,0,1,1,0,61,26,2,0,81,2,4,0,4,0,47,4,0,1,0,5,5,11,3,1,4,1,1,6,8,2,0,0,0,0,0,0,1,0,0,6,4,0,13,4,0,1,4,0,3,0,4,0,4,0,1,0,5,14,4,12,69,7,0,4,4,0,1,0,0,1,3,0,5,0,31,6,4,4,3,1,0,1,1,0,4,6,6,0,0,5,1,0,1,0,2,0,0,7,0,0,2,4,cluster2
Processing,0,1,2,1,0,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,1,1,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,22,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,1,1,0,2,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,cluster1
CMake,0,7,6,0,0,0,0,0,1,1,0,0,1,0,0,16,0,0,0,0,0,0,2,0,0,18,5,4,0,0,1,0,0,13,0,1,0,0,0,20,0,0,74,0,1,0,1,0,19,1,8,0,0,0,2,0,0,2,1,0,4,0,0,2,4,1,1,0,2,4,2,8,0,7,1,156,0,0,0,0,0,1,0,1,0,0,4,6,0,1,0,0,1,0,1,0,0,0,0,0,0,55,9,3,0,48,1,1,0,0,0,14,2,1,3,2,3,0,3,0,0,0,3,1,1,3,10,1,0,0,0,0,0,0,0,0,10,2,0,22,1,1,2,2,1,2,0,1,1,0,0,0,0,0,9,7,9,51,1,0,0,0,0,0,0,0,0,1,1,5,0,63,3,5,1,4,0,0,1,1,0,0,0,0,0,0,2,0,0,10,1,2,0,0,0,0,1,3,0,cluster1
Idris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Mako,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9,0,0,1,0,0,9,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,cluster3
VHDL,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,0,4,0,4,0,0,0,4,1,0,0,0,8,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,4,2,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,4,0,0,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
Lean,0,3,3,3,0,3,0,0,0,0,0,3,3,3,3,3,0,0,0,3,0,0,0,3,0,3,3,0,0,3,0,3,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,3,0,3,0,0,0,3,1,0,0,0,3,6,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,3,1,0,0,3,0,3,3,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,3,cluster2
RenderScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Racket,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,1,1,0,0,0,3,0,1,0,0,0,0,2,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cluster3
Kotlin,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,4,1,0,0,1,0,1,1,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,12,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,1,2,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,cluster1
FreeMarker,0,4,2,2,0,2,0,0,0,0,0,2,2,2,2,5,0,0,0,2,0,0,0,2,0,14,2,0,0,2,0,2,2,11,0,0,0,0,0,10,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,2,0,0,2,0,2,0,0,0,2,1,1,0,0,2,1,0,0,1,28,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,1,8,5,0,0,4,1,0,0,2,2,10,2,0,0,0,0,2,2,2,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,1,2,0,0,0,2,0,2,0,0,0,0,2,2,2,12,2,0,2,2,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,cluster1
XC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Parrot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Haskell,0,10,8,5,0,6,0,0,0,0,0,6,7,4,4,12,0,0,0,6,1,0,0,4,0,14,10,0,0,4,0,5,4,15,0,0,0,0,0,16,0,2,18,1,0,0,0,0,8,0,5,1,1,0,1,0,0,4,3,4,10,4,4,0,4,1,0,4,0,5,0,2,0,10,1,4,1,0,4,3,0,2,1,2,0,0,122,5,0,1,0,4,1,0,1,4,0,0,0,0,0,20,12,1,0,16,7,0,0,4,0,18,4,2,0,0,3,6,6,0,1,5,0,0,6,6,2,0,1,0,0,0,0,1,0,0,9,4,0,7,5,0,1,5,0,0,0,5,0,4,1,0,1,0,7,5,6,26,10,0,4,4,0,0,0,0,0,0,0,2,0,16,6,1,4,1,0,0,2,0,0,4,6,7,1,0,5,1,0,0,1,1,0,0,6,0,0,1,4,cluster2
R,1,9,8,4,0,4,1,0,1,0,0,4,5,4,4,23,0,0,4,5,3,1,2,4,0,23,6,2,2,4,0,7,4,105,1,0,0,0,0,119,0,0,56,0,5,1,0,0,21,0,8,2,1,2,0,0,0,14,5,4,17,4,4,0,4,2,0,4,1,9,1,2,0,75,2,6,0,1,4,3,0,1,1,2,0,0,5,1364,0,0,0,4,0,0,1,4,0,0,1,0,2,73,31,1,0,63,2,3,0,4,1,99,4,0,1,0,2,5,6,0,1,4,1,1,5,6,1,1,0,1,0,0,0,0,0,0,8,4,1,10,4,0,2,4,0,11,0,4,0,4,0,1,0,5,7,7,9,90,4,0,4,4,0,0,0,0,1,4,0,2,0,35,4,1,4,0,1,0,0,0,0,4,5,5,0,0,4,1,0,1,0,2,0,0,11,1,0,2,4,cluster2
IDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Smalltalk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,0,1,0,0,0,0,0,0,4,2,1,0,4,0,1,0,0,0,4,0,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,7,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,8,1,0,1,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,cluster3
Slash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cluster3
Mask,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,0,4,0,5,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,10,0,0,0,4,0,0,0,0,0,5,4,0,0,4,2,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,4,0,4,4,0,2,4,0,0,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
nesC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Genshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Perl6,0,4,1,0,0,0,1,0,1,0,0,1,1,0,0,14,0,0,0,0,1,0,1,0,0,5,1,3,0,0,0,1,0,7,1,0,0,0,0,8,0,1,8,0,2,1,1,0,6,1,5,2,2,0,0,1,0,0,0,0,4,0,0,0,2,2,1,0,3,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,32,0,0,0,1,0,0,9,5,1,0,11,0,0,0,0,0,7,0,0,0,0,1,1,4,0,1,1,0,0,2,1,2,0,1,0,0,0,1,0,0,1,1,1,0,7,1,0,1,1,0,1,1,0,1,1,0,0,0,0,6,0,1,13,1,0,1,0,1,0,0,0,0,3,0,5,0,8,1,0,0,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,cluster3
ABAP,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,0,4,0,4,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,10,0,0,0,0,0,4,4,0,0,4,2,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,4,0,0,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
NetLogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
'Component Pascal',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
SuperCollider,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
MAXScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
SQLPL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Python,1,65,31,6,0,7,1,4,3,4,0,9,15,4,4,102,0,0,9,9,4,7,6,4,2,148,36,9,12,4,1,9,9,350,1,1,1,2,1,371,0,2,231,2,14,1,3,1,111,4,48,6,2,2,1,1,2,97,9,4,56,4,4,3,13,9,1,4,6,30,3,18,0,61,5,55,0,10,4,3,1,4,1,8,1,1,20,73,2,4,1,5,1,1,9,4,0,1,2,0,3,2914,111,6,0,322,11,2,3,4,4,363,4,4,4,2,8,9,27,12,3,11,3,1,12,16,25,3,2,0,0,1,3,2,1,1,47,13,7,81,6,1,11,11,4,4,1,4,4,6,0,0,0,0,53,27,29,556,17,0,9,4,1,1,1,0,5,20,1,11,1,239,11,10,5,12,1,3,5,2,0,4,13,10,2,2,19,2,1,19,2,5,0,1,31,3,1,15,4,cluster1
Ruby,0,42,11,4,0,7,0,0,0,0,0,5,13,4,4,50,1,1,2,9,0,2,2,4,0,68,19,2,5,4,0,8,16,272,0,0,0,0,0,245,0,0,72,2,7,0,0,0,32,1,13,1,0,1,1,1,0,7,3,4,20,4,5,3,5,3,1,4,4,12,1,2,0,26,1,9,0,0,4,3,0,4,4,5,0,0,12,31,3,2,1,4,0,0,5,4,0,1,0,0,1,111,1256,1,0,68,55,1,2,4,0,298,4,2,0,0,0,6,7,6,3,11,1,0,10,8,6,1,1,1,0,0,0,2,1,1,15,6,1,108,6,0,6,7,0,1,1,4,0,5,1,0,0,0,20,12,6,214,14,1,10,4,0,0,0,0,2,11,1,5,1,78,7,1,5,9,0,1,0,0,0,4,8,10,1,0,7,1,0,2,3,2,1,1,92,3,0,7,4,cluster1
